DATE,SALES_REGION,REVENUE,COGS,FORECASTED_REVENUE
2024-01-26,Zona Norte,201.13,834.41,1718.55
2024-01-26,Zona Occidente,9801.43,993.53,243.72
2024-01-26,Zona Llanos,2432.2,1683.26,1909.42
2024-01-26,Zona Sur,1094.88,3275.18,2422.83
2024-01-26,Zona Oriente,2295.43,35.88,10919.24
2024-01-27,Zona Norte,4418.86,1063.12,3844.85
2024-01-27,Zona Occidente,696.8,213,4691.76
2024-01-27,Zona Llanos,5755.95,3172.69,570.73
2024-01-27,Zona Sur,159.6,464.17,279.94
2024-01-27,Zona Oriente,229.4,792.82,1842.9
2024-01-28,Zona Norte,5814.64,176.87,1935.61
2024-01-28,Zona Occidente,4525.1,639.25,8126.92
2024-01-28,Zona Llanos,7121.17,6.97,1896.77
2024-01-28,Zona Sur,284.11,1631.88,599.26
2024-01-28,Zona Oriente,1886.1,6328.32,5095.55
2024-01-29,Zona Norte,3623.21,1369.34,5454.65
2024-01-29,Zona Occidente,1195.46,2848.11,530.02
2024-01-29,Zona Llanos,1035.93,300.27,4045.61
2024-01-29,Zona Sur,5109.74,1906.52,3110.13
2024-01-29,Zona Oriente,4702.01,2163.52,1462.73
2024-01-30,Zona Norte,3504.05,774.45,903.69
2024-01-30,Zona Occidente,2383.31,204.48,1242.62
2024-01-30,Zona Llanos,8085.83,2375.54,10961.67
2024-01-30,Zona Sur,54.63,1248.65,150.86
2024-01-30,Zona Oriente,437.01,1060.79,713.36
2024-01-31,Zona Norte,1427.66,3008.8,3206.66
2024-01-31,Zona Occidente,820.46,1076.64,5438.34
2024-01-31,Zona Llanos,805.86,589.22,2345.24
2024-01-31,Zona Sur,9541.07,2321.01,1199.09
2024-01-31,Zona Oriente,104.54,501.88,1492.22
2024-02-01,Zona Norte,134.06,808.55,2323.49
2024-02-01,Zona Occidente,13920.81,573.04,2772.65
2024-02-01,Zona Llanos,867.27,256.05,8000.84
2024-02-01,Zona Sur,214.86,3954.07,2695.75
2024-02-01,Zona Oriente,2898.36,2955.6,1335.9
2024-02-02,Zona Norte,4214.06,516.3,1634.93
2024-02-02,Zona Occidente,703.56,1383.95,4364.05
2024-02-02,Zona Llanos,5323.35,3478.91,7608.61
2024-02-02,Zona Sur,4019.93,689.49,717.34
2024-02-02,Zona Oriente,666.9,756.43,339.69
2024-02-03,Zona Norte,2615.82,1698.28,1396.42
2024-02-03,Zona Occidente,10815.51,749.9,3189.26
2024-02-03,Zona Llanos,573.19,633.14,6125.93
2024-02-03,Zona Sur,288.78,1587.57,51.73
2024-02-03,Zona Oriente,893.7,1605.61,4330.24
2024-02-04,Zona Norte,1354.71,389.58,1469.5
2024-02-04,Zona Occidente,998.71,989.2,1863.43
2024-02-04,Zona Llanos,165.27,1629.78,2551.52
2024-02-04,Zona Sur,6364.31,1315.47,2806.68
2024-02-04,Zona Oriente,961.55,176.43,2248.63
2024-02-05,Zona Norte,2309.31,2204.9,223.28
2024-02-05,Zona Occidente,493.56,7.1,414.07
2024-02-05,Zona Llanos,1854.08,1039.46,1662.33
2024-02-05,Zona Sur,2020.36,1253.21,1222.85
2024-02-05,Zona Oriente,9095.58,3335.66,14709.68
2024-02-06,Zona Norte,3828.88,2387.36,6120.33
2024-02-06,Zona Occidente,7764.58,1465.47,3595.49
2024-02-06,Zona Llanos,2194.32,1657.37,3228.6
2024-02-06,Zona Sur,585.81,2975.22,202.09
2024-02-06,Zona Oriente,1782.97,754.6,4621.7
2024-02-07,Zona Norte,2865.34,1057.11,2651.91
2024-02-07,Zona Occidente,2459.99,1465.47,2410.57
2024-02-07,Zona Llanos,7193.23,1749.6,4903.42
2024-02-07,Zona Sur,2887.96,1176.52,5260.04
2024-02-07,Zona Oriente,915.36,1119.07,788.55
2024-02-08,Zona Norte,8023.61,3520.1,1838.13
2024-02-08,Zona Occidente,493.27,4308.41,9495.34
2024-02-08,Zona Llanos,1666.49,935.24,3792.63
2024-02-08,Zona Sur,6070.69,1470.17,5697.46
2024-02-08,Zona Oriente,3369.3,1179.94,424.34
2024-02-09,Zona Norte,3219.41,2900.83,1288.81
2024-02-09,Zona Occidente,4760.84,407.1,7016.8
2024-02-09,Zona Llanos,2361.53,383.97,2778.56
2024-02-09,Zona Sur,2031.24,5805.39,4038.15
2024-02-09,Zona Oriente,4128.05,39.5,2490.46
2024-02-10,Zona Norte,1920.21,1434.68,1739.16
2024-02-10,Zona Occidente,4141.36,2041.12,7197.44
2024-02-10,Zona Llanos,2621.46,1547.82,1373.1
2024-02-10,Zona Sur,4590.13,205.9,3088.64
2024-02-10,Zona Oriente,171.89,1292.83,535.36
2024-02-11,Zona Norte,8880,295.01,395.11
2024-02-11,Zona Occidente,463.75,1445.25,731
2024-02-11,Zona Llanos,171.15,2246.05,1672.81
2024-02-11,Zona Sur,2187.77,996.73,2354.67
2024-02-11,Zona Oriente,2371.82,1663.52,8812.79
2024-02-12,Zona Norte,8681.86,3506.68,3559.81
2024-02-12,Zona Occidente,3254.23,442.22,4052.11
2024-02-12,Zona Llanos,1151.38,223.75,1888.1
2024-02-12,Zona Sur,2033.01,2891.45,4208.13
2024-02-12,Zona Oriente,2033.64,757.08,2013.91
2024-02-13,Zona Norte,3730.65,592.72,4090.38
2024-02-13,Zona Occidente,2143.11,2511.29,3402.62
2024-02-13,Zona Llanos,1210.9,264.26,1596.43
2024-02-13,Zona Sur,2894.67,1392.17,386.9
2024-02-13,Zona Oriente,711.46,684.26,545.71
2024-02-14,Zona Norte,2763.94,1213.93,3316.28
2024-02-14,Zona Occidente,489.13,643.05,303.06
2024-02-14,Zona Llanos,10504.68,470.39,2254.48
2024-02-14,Zona Sur,481.18,158.52,8576.64
2024-02-14,Zona Oriente,2181.24,4167.48,3442.95
2024-02-15,Zona Norte,4226.89,3503.68,7472.75
2024-02-15,Zona Occidente,1299.32,1492.76,638.23
2024-02-15,Zona Llanos,371.52,1824.36,1989.98
2024-02-15,Zona Sur,8040.34,0.63,5333.3
2024-02-15,Zona Oriente,3385.12,79.39,820.56
2024-02-16,Zona Norte,354.41,1655.84,1205.38
2024-02-16,Zona Occidente,1308.12,48.76,2931.47
2024-02-16,Zona Llanos,5298.84,1601.15,645.49
2024-02-16,Zona Sur,1086.37,1325.78,14.53
2024-02-16,Zona Oriente,3848.11,1156.52,7487.66
2024-02-17,Zona Norte,357.27,461.65,2332.99
2024-02-17,Zona Occidente,2189.1,250.03,519.16
2024-02-17,Zona Llanos,1498.45,2148.95,5867.76
2024-02-17,Zona Sur,6769.25,1457.74,1658.48
2024-02-17,Zona Oriente,287.62,394.56,800.41
2024-02-18,Zona Norte,2104.32,382.86,202.7
2024-02-18,Zona Occidente,964.22,525.06,1997.43
2024-02-18,Zona Llanos,2550.07,27.03,8697
2024-02-18,Zona Sur,587.37,4210.55,844.12
2024-02-18,Zona Oriente,7116.87,915.87,2467.44
2024-02-19,Zona Norte,1352.96,994.49,6770.8
2024-02-19,Zona Occidente,1350.13,1129.95,3510.05
2024-02-19,Zona Llanos,3546.39,2416.73,319.05
2024-02-19,Zona Sur,5449.08,1392.43,3584.63
2024-02-19,Zona Oriente,1614.54,103.21,191.17
2024-02-20,Zona Norte,3993.92,845.95,5492.66
2024-02-20,Zona Occidente,445.71,1119.71,911.14
2024-02-20,Zona Llanos,820.26,2302.67,1495.2
2024-02-20,Zona Sur,3324.37,2843.66,4993.94
2024-02-20,Zona Oriente,7469.73,9.72,1513.84
2024-02-21,Zona Norte,418.55,1631.37,656.67
2024-02-21,Zona Occidente,508.22,52.04,10805.81
2024-02-21,Zona Llanos,13064.4,3341.52,721.84
2024-02-21,Zona Sur,350.63,494.73,497.42
2024-02-21,Zona Oriente,150.4,742.21,1524.92
2024-02-22,Zona Norte,5322.83,437.38,1440.26
2024-02-22,Zona Occidente,1757.06,3423.15,9896.9
2024-02-22,Zona Llanos,2421.28,566.22,2095.83
2024-02-22,Zona Sur,7226.13,2235.41,4050.3
2024-02-22,Zona Oriente,3169.18,1513.61,3741.24
2024-02-23,Zona Norte,5950.89,1615.55,777.66
2024-02-23,Zona Occidente,269.58,176.28,121.11
2024-02-23,Zona Llanos,2150.97,589.36,189.22
2024-02-23,Zona Sur,2117.59,1540.91,7713.3
2024-02-23,Zona Oriente,611.39,759.35,3017.73
2024-02-24,Zona Norte,10427.13,16.29,503.5
2024-02-24,Zona Occidente,579.04,399.61,2225.36
2024-02-24,Zona Llanos,157.7,1524.86,2707.09
2024-02-24,Zona Sur,1470.82,1278.17,3011.03
2024-02-24,Zona Oriente,12.25,3176.27,2404.49
2024-02-25,Zona Norte,2213.89,2123.88,531.64
2024-02-25,Zona Occidente,6239.08,1344,3924.44
2024-02-25,Zona Llanos,1847.53,172.4,142.77
2024-02-25,Zona Sur,761.82,392.75,3932.54
2024-02-25,Zona Oriente,1009.63,2943.3,2057.81
2024-02-26,Zona Norte,7504.13,988.67,6678.49
2024-02-26,Zona Occidente,3511.32,611.22,4087.5
2024-02-26,Zona Llanos,556.42,5026.46,4748.55
2024-02-26,Zona Sur,1850.16,1750.6,192.94
2024-02-26,Zona Oriente,2935.12,1725.43,168.9
2024-02-27,Zona Norte,2478.57,517.63,3316.95
2024-02-27,Zona Occidente,5885.24,97,658.26
2024-02-27,Zona Llanos,23,4076.88,3281.82
2024-02-27,Zona Sur,1204.71,87.54,2340.37
2024-02-27,Zona Oriente,3164.71,1147.14,1641.85
2024-02-28,Zona Norte,3457.3,94.03,477.87
2024-02-28,Zona Occidente,479.31,26.19,290.86
2024-02-28,Zona Llanos,899.84,18.41,1938.76
2024-02-28,Zona Sur,6131.25,4961.01,10527.8
2024-02-28,Zona Oriente,3467.06,1088.29,1047.07
2024-03-01,Zona Norte,2623.15,2340.07,1858
2024-03-01,Zona Occidente,4300.64,374.99,3228.7
2024-03-01,Zona Llanos,2398.71,1585.85,2160.98
2024-03-01,Zona Sur,1042.03,1808.01,80.66
2024-03-01,Zona Oriente,2046.19,428.9,3971.68
2024-03-02,Zona Norte,1076.92,503.49,3703
2024-03-02,Zona Occidente,2416.63,1774.83,1412.09
2024-03-02,Zona Llanos,7753.85,744.93,1266.42
2024-03-02,Zona Sur,297.92,173.12,2685.18
2024-03-02,Zona Oriente,6.25,2543.78,2721.11
2024-03-03,Zona Norte,2475.06,1638.69,387.15
2024-03-03,Zona Occidente,3744.08,2057.51,1004.22
2024-03-03,Zona Llanos,2629.38,1184.27,3078.6
2024-03-03,Zona Sur,289.33,656.24,2484.78
2024-03-03,Zona Oriente,1558.37,1110.08,3344.29
2024-03-04,Zona Norte,1994.81,3148.25,732.31
2024-03-04,Zona Occidente,226.15,19.79,2941.03
2024-03-04,Zona Llanos,4836.14,406.56,6042.94
2024-03-04,Zona Sur,5044.37,380.51,6775.12
2024-03-04,Zona Oriente,4148.11,2686.41,362.12
2024-03-05,Zona Norte,4701.69,964.31,4405.99
2024-03-05,Zona Occidente,4088.45,2210.37,3377.25
2024-03-05,Zona Llanos,169.24,1735.93,1424.61
2024-03-05,Zona Sur,1398.93,712.98,1191.74
2024-03-05,Zona Oriente,938.4,677.45,106.47
2024-03-06,Zona Norte,1368.27,84.47,2260.18
2024-03-06,Zona Occidente,4889.83,1766.83,1781.35
2024-03-06,Zona Llanos,1870.13,357.59,2625.11
2024-03-06,Zona Sur,526.03,3076.59,5734.52
2024-03-06,Zona Oriente,2923.4,299.16,700.77
2024-03-07,Zona Norte,3571.5,1865.85,1409.56
2024-03-07,Zona Occidente,2150.55,191.39,3323.17
2024-03-07,Zona Llanos,4858.3,1036.39,590.78
2024-03-07,Zona Sur,1046.4,256.71,3954.63
2024-03-07,Zona Oriente,2127.69,2695.42,5393.85
2024-03-08,Zona Norte,15.56,1079.66,487.49
2024-03-08,Zona Occidente,3395.77,4540.9,497.11
2024-03-08,Zona Llanos,4826.01,177.44,4272.45
2024-03-08,Zona Sur,1933.26,2248.3,2858.4
2024-03-08,Zona Oriente,8169.13,1541.81,9147.66
2024-03-09,Zona Norte,1412.16,658.65,5464.82
2024-03-09,Zona Occidente,670.88,25.31,2238.72
2024-03-09,Zona Llanos,1629.69,1836.69,229.33
2024-03-09,Zona Sur,4927.06,145.59,346.62
2024-03-09,Zona Oriente,2320.81,2342.04,1918.26
2024-03-10,Zona Norte,9172.41,2101.51,1233.44
2024-03-10,Zona Occidente,1784.31,305.58,9594.1
2024-03-10,Zona Llanos,3317.37,4251.68,3647.86
2024-03-10,Zona Sur,2929.23,2082.24,1073.24
2024-03-10,Zona Oriente,872.65,1195.87,1459.12
2024-03-11,Zona Norte,5314.33,1945.52,459.65
2024-03-11,Zona Occidente,286.83,970.16,1581.17
2024-03-11,Zona Llanos,3412.91,146.87,2196.86
2024-03-11,Zona Sur,803.21,1624.99,5936.58
2024-03-11,Zona Oriente,887.42,783.13,1029.28
2024-03-12,Zona Norte,11334.85,5285.14,3715.84
2024-03-12,Zona Occidente,1324.55,90.67,422.85
2024-03-12,Zona Llanos,2083.71,232.11,7262.67
2024-03-12,Zona Sur,3134.08,3273.36,3254.88
2024-03-12,Zona Oriente,1981.17,937.1,2762.02
2024-03-13,Zona Norte,3904.02,399.3,626.53
2024-03-13,Zona Occidente,76.41,637.59,3970.85
2024-03-13,Zona Llanos,3221.44,142.77,828.59
2024-03-13,Zona Sur,1149.4,1758.28,4961.87
2024-03-13,Zona Oriente,6552.41,4671.35,4841.23
2024-03-14,Zona Norte,2410.43,1307.41,8133.61
2024-03-14,Zona Occidente,520.5,1575.59,4434.27
2024-03-14,Zona Llanos,1015.34,508.96,1419.56
2024-03-14,Zona Sur,11820.63,1890.7,2216.74
2024-03-14,Zona Oriente,4045.21,3819.38,2984.41
2024-03-15,Zona Norte,6309.39,90.63,1999.27
2024-03-15,Zona Occidente,264.49,451.03,9706.01
2024-03-15,Zona Llanos,1199.81,5271.67,2571.32
2024-03-15,Zona Sur,8355.02,3121.85,897.59
2024-03-15,Zona Oriente,215.57,134.99,371.49
2024-03-16,Zona Norte,5188.44,1658.32,4072.42
2024-03-16,Zona Occidente,382.43,2830.5,1209.6
2024-03-16,Zona Llanos,6229.91,2497.65,7324.03
2024-03-16,Zona Sur,5100.62,313.4,5672.83
2024-03-16,Zona Oriente,789.46,1124.75,464.42
2024-03-17,Zona Norte,2433.95,482.4,1024.76
2024-03-17,Zona Occidente,3090.56,258.13,4642.85
2024-03-17,Zona Llanos,2565.39,2617.76,2276.08
2024-03-17,Zona Sur,1156.72,1127.97,2613.5
2024-03-17,Zona Oriente,1267.88,382.94,403.66
2024-03-18,Zona Norte,7873.65,2028.97,3863.65
2024-03-18,Zona Occidente,1060.16,1564.23,1208.74
2024-03-18,Zona Llanos,2242.99,540.13,5103.86
2024-03-18,Zona Sur,424.92,2095.2,311.13
2024-03-18,Zona Oriente,1645.02,1114.79,3272.82
2024-03-19,Zona Norte,155.26,2946,1995.44
2024-03-19,Zona Occidente,4784.72,313.06,576.83
2024-03-19,Zona Llanos,1937.42,1635.12,1853.1
2024-03-19,Zona Sur,1859.28,221.57,4397.17
2024-03-19,Zona Oriente,2546.96,1573.89,1730.16
2024-03-20,Zona Norte,1490.93,151.63,1152.51
2024-03-20,Zona Occidente,2282.72,550.74,1959.88
2024-03-20,Zona Llanos,4491.06,1540.68,2341.48
2024-03-20,Zona Sur,1354.72,2435.57,1962.78
2024-03-20,Zona Oriente,3042.03,532.26,6159.9
2024-03-21,Zona Norte,3725.09,93.51,4252.84
2024-03-21,Zona Occidente,609.75,2209.57,934.48
2024-03-21,Zona Llanos,1504.72,89.04,2234.23
2024-03-21,Zona Sur,3183.14,945.46,3820.93
2024-03-21,Zona Oriente,2068.23,1760.75,626.08
2024-03-22,Zona Norte,4073.25,289.1,182.34
2024-03-22,Zona Occidente,896.71,1608.92,5156.47
2024-03-22,Zona Llanos,1996.12,2134.45,4814.41
2024-03-22,Zona Sur,5873.74,2082.65,1366.94
2024-03-22,Zona Oriente,522.06,89.68,1111.41
2024-03-23,Zona Norte,5995.49,1937.4,3025.43
2024-03-23,Zona Occidente,1557.35,313.74,421.47
2024-03-23,Zona Llanos,1700.58,661.64,4259.4
2024-03-23,Zona Sur,2731.83,5144.39,4863.01
2024-03-23,Zona Oriente,1989.1,100.36,2094.39
2024-03-24,Zona Norte,2062.11,1964.79,565.86
2024-03-24,Zona Occidente,256.48,805.37,6871.58
2024-03-24,Zona Llanos,166.49,32.08,626.25
2024-03-24,Zona Sur,372.94,1391.57,827.9
2024-03-24,Zona Oriente,7446.05,2001.58,1357.27
2024-03-25,Zona Norte,235.76,808.5,3984.53
2024-03-25,Zona Occidente,1690.74,2025.27,3270.52
2024-03-25,Zona Llanos,3278.98,2931.46,1.17
2024-03-25,Zona Sur,3990.89,1013.1,11084.83
2024-03-25,Zona Oriente,7416.65,3083.19,136.15
2024-03-26,Zona Norte,10321.75,876.35,4426.84
2024-03-26,Zona Occidente,1557.81,2827.5,3315.05
2024-03-26,Zona Llanos,504.46,2615.35,5599.6
2024-03-26,Zona Sur,1310.33,2066.7,771.45
2024-03-26,Zona Oriente,2495.66,889.32,404.25
2024-03-27,Zona Norte,1556.66,1409.76,354.38
2024-03-27,Zona Occidente,802.36,512.02,7505.93
2024-03-27,Zona Llanos,3973.89,702.51,1055.24
2024-03-27,Zona Sur,4371.8,2335.73,1145.2
2024-03-27,Zona Oriente,1884.2,822.57,1711.73
2024-03-28,Zona Norte,2553.3,3731.72,1436.94
2024-03-28,Zona Occidente,2085.87,2642.23,1017.25
2024-03-28,Zona Llanos,4230.41,1268.08,4059.14
2024-03-28,Zona Sur,6315.55,520.3,3114.21
2024-03-28,Zona Oriente,5.75,1057.33,4365.58
2024-03-29,Zona Norte,5732.23,493.17,2471.15
2024-03-29,Zona Occidente,673.8,1127.74,4879.55
2024-03-29,Zona Llanos,792.08,70.53,97.94
2024-03-29,Zona Sur,743.31,2179.23,2065.61
2024-03-29,Zona Oriente,2930.45,1023.14,1170.29
2024-03-30,Zona Norte,5630.14,167.77,7962.12
2024-03-30,Zona Occidente,870.92,857.42,1276.72
2024-03-30,Zona Llanos,2338.52,510.4,4457.81
2024-03-30,Zona Sur,11.15,2549.2,1571.87
2024-03-30,Zona Oriente,6765.74,2455.75,1288.92
2024-03-31,Zona Norte,2064.46,860.43,1918.36
2024-03-31,Zona Occidente,695.2,2775.43,314.06
2024-03-31,Zona Llanos,8815.23,128.05,6776.23
2024-03-31,Zona Sur,2013.36,3284.02,10306.68
2024-03-31,Zona Oriente,6443.31,4145.55,80.12
2024-04-01,Zona Norte,294.6,149.81,2273.23
2024-04-01,Zona Occidente,2801.99,2028.89,1832.33
2024-04-01,Zona Llanos,6697.65,947.4,5371.52
2024-04-01,Zona Sur,186.86,1669.75,2434.53
2024-04-01,Zona Oriente,3292.11,1180.78,1214.1
2024-04-02,Zona Norte,2516.31,177.81,5962.21
2024-04-02,Zona Occidente,206.62,731.66,987.52
2024-04-02,Zona Llanos,2705.21,4965.35,1313.57
2024-04-02,Zona Sur,2584.74,125.05,1770.68
2024-04-02,Zona Oriente,8855.04,3064.16,4737.78
2024-04-03,Zona Norte,1419.72,1428.79,1453.85
2024-04-03,Zona Occidente,4886.44,729.53,467.45
2024-04-03,Zona Llanos,489.25,1096.26,3216.44
2024-04-03,Zona Sur,1759.92,355.29,5677.37
2024-04-03,Zona Oriente,2635.3,1145.85,471.36
2024-04-04,Zona Norte,674.01,1182.26,3376.72
2024-04-04,Zona Occidente,762.74,468.79,62.6
2024-04-04,Zona Llanos,960.15,159.5,3045.29
2024-04-04,Zona Sur,4884.32,2998.18,7721.69
2024-04-04,Zona Oriente,9734.22,4602.98,1550.59
2024-04-05,Zona Norte,1480.03,146.15,581.36
2024-04-05,Zona Occidente,9020.53,109.31,2743.25
2024-04-05,Zona Llanos,1754.43,851.63,1278.38
2024-04-05,Zona Sur,629.22,5569.16,5590.59
2024-04-05,Zona Oriente,457.28,923.97,1743.75
2024-04-06,Zona Norte,2295.01,256.93,9041.36
2024-04-06,Zona Occidente,2258.04,3741.93,935.31
2024-04-06,Zona Llanos,4565.16,262.74,861.55
2024-04-06,Zona Sur,2072.67,1112.15,107.52
2024-04-06,Zona Oriente,1038.05,110.72,1571.05
2024-04-07,Zona Norte,912.99,2171.01,729.96
2024-04-07,Zona Occidente,7810.69,350.65,1657.69
2024-04-07,Zona Llanos,2228.27,697.89,2064.44
2024-04-07,Zona Sur,4423.31,1286.02,603.08
2024-04-07,Zona Oriente,160.47,3120.05,9789.41
2024-04-08,Zona Norte,652.76,1151.29,790.83
2024-04-08,Zona Occidente,2346.69,288.1,4253.56
2024-04-08,Zona Llanos,308.13,1987.34,2339.24
2024-04-08,Zona Sur,2556.7,1367.55,1867.03
2024-04-08,Zona Oriente,4462.5,28.57,1653.29
2024-04-09,Zona Norte,5689.84,348.63,4445.56
2024-04-09,Zona Occidente,494.29,520.24,6472.85
2024-04-09,Zona Llanos,1872.78,1514.05,1976.68
2024-04-09,Zona Sur,6373.68,1704.38,1569.07
2024-04-09,Zona Oriente,3763.23,5813.45,5225.62
2024-04-10,Zona Norte,3288.82,667.27,857.65
2024-04-10,Zona Occidente,814.39,1227.63,5651.24
2024-04-10,Zona Llanos,1144.38,1100.77,991.1
2024-04-10,Zona Sur,3675.6,998.58,148.37
2024-04-10,Zona Oriente,937.6,554.14,1753.55
2024-04-11,Zona Norte,4125.44,225.09,652.96
2024-04-11,Zona Occidente,2068.74,2291.27,1196.12
2024-04-11,Zona Llanos,4678.8,724.25,616.3
2024-04-11,Zona Sur,3691.63,3193.66,7643.24
2024-04-11,Zona Oriente,2172.34,898.16,6850.64
2024-04-12,Zona Norte,1700.12,238.82,1714.27
2024-04-12,Zona Occidente,1934.8,1497.33,4172.53
2024-04-12,Zona Llanos,4131.14,3489.47,640.6
2024-04-12,Zona Sur,2256.69,310.1,2655.67
2024-04-12,Zona Oriente,2548.11,605.33,2561.84
2024-04-13,Zona Norte,8242.8,811.09,3361.09
2024-04-13,Zona Occidente,168.99,4090.78,10013.59
2024-04-13,Zona Llanos,521.1,415.51,757.12
2024-04-13,Zona Sur,954.72,1501.88,2076.05
2024-04-13,Zona Oriente,7239.09,1287.86,1795.77
2024-04-14,Zona Norte,2800.9,5083.98,4062.59
2024-04-14,Zona Occidente,8542.21,2023.03,982.9
2024-04-14,Zona Llanos,1303.53,1048.07,1404.95
2024-04-14,Zona Sur,3395.36,307.69,1318.85
2024-04-14,Zona Oriente,3545.29,2486.9,12674.11
2024-04-15,Zona Norte,3476.77,477.2,5991.92
2024-04-15,Zona Occidente,316.55,1781.09,3506.7
2024-04-15,Zona Llanos,3786.24,427.86,1254.91
2024-04-15,Zona Sur,1037.32,1220.66,1348.14
2024-04-15,Zona Oriente,3530.73,1535.6,966.89
2024-04-16,Zona Norte,3482.09,2870.36,2871.14
2024-04-16,Zona Occidente,4306.65,2978.69,732.88
2024-04-16,Zona Llanos,1082.67,1431.3,1406.25
2024-04-16,Zona Sur,836.99,304.05,919.49
2024-04-16,Zona Oriente,5972.68,83.71,10191.45
2024-04-17,Zona Norte,10450.71,2826.61,9025.06
2024-04-17,Zona Occidente,1029.92,959.34,1073.79
2024-04-17,Zona Llanos,1645.54,277.79,4344.51
2024-04-17,Zona Sur,349.16,3699.93,2945.72
2024-04-17,Zona Oriente,1862.95,1544.89,112.53
2024-04-18,Zona Norte,1198.69,3076.09,5725.07
2024-04-18,Zona Occidente,5854.95,938.11,2563.38
2024-04-18,Zona Llanos,340.43,3117.27,1931.9
2024-04-18,Zona Sur,5856.64,829.41,898.28
2024-04-18,Zona Oriente,2689.8,198.78,2923.68
2024-04-19,Zona Norte,338.47,2210.47,1737.9
2024-04-19,Zona Occidente,9455.36,65.2,3855.62
2024-04-19,Zona Llanos,1636.45,129.58,1472.54
2024-04-19,Zona Sur,811.55,3576.03,1850.22
2024-04-19,Zona Oriente,137.95,971.77,2994.77
2024-04-20,Zona Norte,2526.48,6261.46,4230.98
2024-04-20,Zona Occidente,6799.94,2115.32,7955.02
2024-04-20,Zona Llanos,2046.63,1621.26,1462.42
2024-04-20,Zona Sur,5930.96,1137,1763.02
2024-04-20,Zona Oriente,2256.22,187.35,4550.46
2024-04-21,Zona Norte,329.6,192,8311.66
2024-04-21,Zona Occidente,3603.06,1665.7,403.37
2024-04-21,Zona Llanos,3088.31,1040.11,380.05
2024-04-21,Zona Sur,1991.76,4416.81,2749.5
2024-04-21,Zona Oriente,5405.44,766.45,2431.8
2024-04-22,Zona Norte,1699.6,3425.28,2226.4
2024-04-22,Zona Occidente,10456.91,5079.51,84.32
2024-04-22,Zona Llanos,3453.61,919.84,3021.19
2024-04-22,Zona Sur,1611.27,75.82,4378.35
2024-04-22,Zona Oriente,899.42,267.82,7474.32
2024-04-23,Zona Norte,2498.77,373.28,2928.66
2024-04-23,Zona Occidente,5495.76,2511.56,3067.87
2024-04-23,Zona Llanos,2333.75,2788.09,4284.17
2024-04-23,Zona Sur,4140.13,4030.74,3825.07
2024-04-23,Zona Oriente,2602.74,369.99,1628.45
2024-04-24,Zona Norte,6967.2,627.35,369.88
2024-04-24,Zona Occidente,1193.54,2415.08,5305.36
2024-04-24,Zona Llanos,3510.34,1361.49,2951.97
2024-04-24,Zona Sur,1671.09,1563.6,106.94
2024-04-24,Zona Oriente,120.78,1893.81,4949.85
2024-04-25,Zona Norte,68.78,138.21,1745.64
2024-04-25,Zona Occidente,2610.06,863.49,1338.71
2024-04-25,Zona Llanos,5159.9,3067.66,2496.08
2024-04-25,Zona Sur,9728.52,1514.52,3961.52
2024-04-25,Zona Oriente,171.39,3302.33,8533.79
2024-04-26,Zona Norte,4458.69,1096.73,113.98
2024-04-26,Zona Occidente,3338.53,2769.6,1590.02
2024-04-26,Zona Llanos,3436.04,1057.44,181.18
2024-04-26,Zona Sur,1637.1,781.26,8161.39
2024-04-26,Zona Oriente,1046.37,163.59,5136.15
2024-04-27,Zona Norte,3442.83,2219.86,1227.65
2024-04-27,Zona Occidente,513.1,4551.29,5295.82
2024-04-27,Zona Llanos,751.57,1549,3677.56
2024-04-27,Zona Sur,397.05,79.58,4032.16
2024-04-27,Zona Oriente,13838.08,94.29,5250.13
2024-04-28,Zona Norte,1523.94,680.69,751.99
2024-04-28,Zona Occidente,8431.33,1818.2,4176.51
2024-04-28,Zona Llanos,4342.24,2678.58,3173.57
2024-04-28,Zona Sur,237.17,282.53,1747.87
2024-04-28,Zona Oriente,646.21,1445.24,5920.14
2024-04-29,Zona Norte,10121.79,387.95,3914.41
2024-04-29,Zona Occidente,5290.79,271,4105.85
2024-04-29,Zona Llanos,2995.11,1443.03,1549.99
2024-04-29,Zona Sur,878.9,4483.2,8892.78
2024-04-29,Zona Oriente,23.31,2273.12,72.09
2024-04-30,Zona Norte,6679.95,1560.07,4729.28
2024-04-30,Zona Occidente,1586.16,728.71,5684.55
2024-04-30,Zona Llanos,1031.58,426.5,2268.19
2024-04-30,Zona Sur,802.51,3898.33,1253.91
2024-04-30,Zona Oriente,7447.68,715.5,3067.73
2024-05-01,Zona Norte,2033.61,1335.48,368.7
2024-05-01,Zona Occidente,2185.25,129.47,4414.98
2024-05-01,Zona Llanos,5731.71,128.96,3039.07
2024-05-01,Zona Sur,4612.01,2436.63,149.53
2024-05-01,Zona Oriente,2500.75,5006.81,11088.77
2024-05-02,Zona Norte,7619.95,1511.24,2137.98
2024-05-02,Zona Occidente,598.74,3136.36,5599.87
2024-05-02,Zona Llanos,45.37,2215.94,1513.26
2024-05-02,Zona Sur,6003.9,202.44,4279.01
2024-05-02,Zona Oriente,712.93,97.13,2474.76
2024-05-03,Zona Norte,8512.57,6703.45,1329.75
2024-05-03,Zona Occidente,590.03,390.35,5089.61
2024-05-03,Zona Llanos,808.03,2222.12,463.08
